vehicle_no,schedule_no,sim_number,depot,last_inserted_tm
KA01FA1588,201J/3,9987785147,Depot-20,2016-10-20 11:00:06
KA01F3947,201J/4,9987784382,Depot-20,2016-10-20 11:00:10
KA57F0474,201J/5,9967508906,Depot-20,2016-10-20 11:00:07
KA01F9446,201J/6,8828028473,Depot-06,2016-10-20 11:00:06
KA57F0400,201J/7,9987782834,Depot-33,2016-10-20 11:00:08
KA01F8928,201K/1,9987824431,Depot-04,2016-10-20 11:00:06
KA57F344,201K/2,9987801847,Depot-04,2016-10-20 11:00:07
KA01FA0870,201L/2,9987799576,Depot-04,2016-10-20 11:00:09
KA01F9435,201M/1,9987782069,Depot-16,2016-10-20 11:00:05
KA01F9416,201M/2,9987791913,Depot-16,2016-10-20 11:00:05
KA01F9364,201M/3,8828028479,Depot-06,2016-10-20 11:00:05
KA01F9555,201M/4,9987605729,Depot-17,2016-10-20 11:00:10
KA01F9559,201M/5,9967493976,Depot-17,2016-10-20 11:00:08
KA01FA1694,201M/6,9987886052,Depot-06,2016-10-20 11:00:05
KA57F0022,201M/7,9987887027,Depot-06,2016-10-20 11:00:10
KA57F0047,201M/8,9987884484,Depot-06,2016-10-20 11:00:05
KA01F3938,201MA/5,9987887347,Depot-06,2016-10-20 11:00:06
KA01F3834,201MA/6,9987884980,Depot-06,2016-10-20 11:00:06
KA01FA2006,201MD/1,8828028472,Depot-06,2016-10-20 11:00:05
KA01FA1825,201MD/4,9987800208,Depot-04,2016-10-20 11:00:05
KA57F0379,201MD/5,9987823452,Depot-04,2016-10-20 11:00:06
KA01FA1995,201MD/6,9987787496,Depot-04,2016-10-20 11:00:07
KA01F3357,201MJ/1,9987885258,Depot-06,2016-10-20 11:00:05
KA01FA1696,201N/1,9987801925,Depot-04,2016-10-20 11:00:07
KA57F0013,201N/2,8828031224,Depot-06,2016-10-20 11:00:05
KA01FA1007,201P/1,9987864096,Depot-03,2016-10-20 11:00:05
KA57F0432,201Q/1,9987816163,Depot-15,2016-10-20 11:00:06
KA01F9418,201Q/2,8828028521,Depot-06,2016-10-20 11:00:05
KA01FA2000,201RB/1,9967498744,Depot-21,2016-10-20 11:00:08
KA57F0501,201S/1,9987825613,Depot-04,2016-10-20 11:00:05
KA53F0038,201U/3,9987783719,Depot-33,2016-10-20 11:00:07
KA01F3574,201U/5,9987886083,Depot-06,2016-10-20 11:00:06
KA01F8718,201U/6,8828028561,Depot-06,2016-10-20 11:00:05
KA57F364,201V/1,9987787996,Depot-04,2016-10-20 11:00:07
KA01FA0555,201V/2,9987811365,Depot-15,2016-10-20 11:00:11
KA57F0352,202/1,9987841180,Depot-33,2016-10-20 11:00:10
KA01FA2044,202A/2,9987864672,Depot-08,2016-10-20 11:00:06
KA57F0375,202E/2,9987821354,Depot-20,2016-10-20 11:00:07
KA01F3358,21/1,9987891591,Depot-04,2016-10-20 11:00:10
KA01F9467,21/3,9987826540,Depot-04,2016-10-20 11:00:06
KA57F0173,210/1,9987782518,Depot-33,2016-10-20 11:00:07
KA01F3222,210/2,9987787595,Depot-04,2016-10-20 11:00:11
KA53F0017,210A/1,9987788376,Depot-04,2016-10-20 11:00:07
KA57F340,210A/2,9987788563,Depot-04,2016-10-20 11:00:10
KA57F0089,210A/3,9967548487,Depot-31,2016-10-20 11:00:11
KA01F4859,210A/4,9967493823,Depot-21,2016-10-20 11:00:08
KA01F9523,210A/5,9967477875,Depot-21,2016-10-20 11:00:08
KA01FA0794,210C/1,9987865113,Depot-03,2016-10-20 11:00:06
KA50F0149,210D/1,9987784311,Depot-20,2016-10-20 11:00:10
KA01F3308,210E/1,9987798364,Depot-33,2016-10-20 11:00:07
KA01F4841,210E/2,9967514847,Depot-33,2016-10-20 11:00:07
KA01F3691,210E/3,9987825690,Depot-04,2016-10-20 11:00:05
KA01F4369,210E/5,9967506107,Depot-20,2016-10-20 11:00:06
KA57F0670,210FA/1,9987796568,Depot-33,2016-10-20 11:00:07
KA01FA0139,210G/1,9987783440,Depot-33,2016-10-20 11:00:06
KA53F0237,210G/2,9987796257,Depot-33,2016-10-20 11:00:10
KA01F9317,210G/3,9987797467,Depot-33,2016-10-20 11:00:07
KA57F1532,210G/4,9987834562,Depot-03,2016-10-20 11:00:10
KA01F4905,210H/1,9987864237,Depot-03,2016-10-20 11:00:06
KA01F8568,210I/1,9987783606,Depot-33,2016-10-20 11:00:09
KA01FA1491,210J/1,9987796571,Depot-33,2016-10-20 11:00:07
KA01FA0628,210J/2,9987782668,Depot-33,2016-10-20 11:00:06
KA01F4437,210J/3,9987784186,Depot-20,2016-10-20 11:00:06
KA01F3542,210K/1,9987783326,Depot-33,2016-10-20 11:00:07
KA01F3735,210KA/2,9987837204,Depot-03,2016-10-20 11:00:05
KA01FA1865,210N/11,9967499193,Depot-21,2016-10-20 11:00:08
KA01FA0647,210N/12,9967552387,Depot-21,2016-10-20 11:00:08
KA01F9544,210N/1,9987783350,Depot-33,2016-10-20 11:00:07
KA01FA1357,210N/2,9987782591,Depot-33,2016-10-20 11:00:07
KA01F3963,210N/3,9967499066,Depot-21,2016-10-20 11:00:08
KA01F4717,210N/5,9967479453,Depot-21,2016-10-20 11:00:08
KA01F9554,210N/7,9967516535,Depot-02,2016-10-20 11:00:10
KA01FA0082,210N/8,9967459650,Depot-21,2016-10-20 11:00:10
KA01FA0681,210N/9,9967457532,Depot-21,2016-10-20 11:00:08
KA01F8879,210NA/1,9987783177,Depot-33,2016-10-20 11:00:10
KA01F8555,210NA/2,9987782607,Depot-33,2016-10-20 11:00:07
KA01F9512,210NB/1,9967553634,Depot-33,2016-10-20 11:00:10
KA57F0620,210ND/1,9987796433,Depot-33,2016-10-20 11:00:10
KA01F8929,210NG/2,9987796163,Depot-33,2016-10-20 11:00:07
KA01F3280,210P/10,9987874703,Depot-20,2016-10-20 11:00:10
KA01F3530,210P/12,9967552294,Depot-03,2016-10-20 11:00:10
KA01F4365,210P/14,9987819467,Depot-20,2016-10-20 11:00:06
KA53F0203,210P/1,9987798421,Depot-33,2016-10-20 11:00:07
KA01F9543,210P/2,9987797801,Depot-33,2016-10-20 11:00:08
KA57F0593,210P/3,9987783340,Depot-33,2016-10-20 11:00:07
KA01F9566,210P/4,9987797538,Depot-33,2016-10-20 11:00:07
KA01FA1618,210P/5,9967475892,Depot-21,2016-10-20 11:00:08
KA01F3594,210P/7,9967493855,Depot-21,2016-10-20 11:00:08
KA01F3625,210P/8,9987784943,Depot-20,2016-10-20 11:00:06
KA01FA1655,210P/9,9967510564,Depot-20,2016-10-20 11:00:06
KA01F3141,210Q/1,9987796287,Depot-33,2016-10-20 11:00:07
KA01F4820,210Q/3,9987825698,Depot-33,2016-10-20 11:00:06
KA01F3403,210Q/4,9867930933,Depot-03,2016-10-20 11:00:10
KA01F4713,210R/1,9987866509,Depot-03,2016-10-20 11:00:10
KA01F4629,210R/2,9987797840,Depot-33,2016-10-20 11:00:07
KA53F0229,210R/3,9987798004,Depot-33,2016-10-20 11:00:10
KA57F1440,210R/4,9987864619,Depot-03,2016-10-20 11:00:10
KA01F9567,210R/5,9967455337,Depot-21,2016-10-20 11:00:08
KA57F0421,210T/1,9987782556,Depot-33,2016-10-20 11:00:07
KA42F1696,210T/3,9987768342,Depot-21,2016-10-20 11:00:11
KA01F9360,210U/1,9967455421,Depot-21,2016-10-20 11:00:08
KA01F3653,210U/2,9967456687,Depot-21,2016-10-20 11:00:10
KA01FA1545,210U/3,9967456120,Depot-21,2016-10-20 11:00:09
KA01F9564,210U/5,9987782627,Depot-33,2016-10-20 11:00:07
KA01F9573,210V/1,9987782633,Depot-33,2016-10-20 11:00:07
KA01F4448,210V/2,9987799027,Depot-33,2016-10-20 11:00:07
KA53F0025,210V/3,9967494325,Depot-21,2016-10-20 11:00:10
KA01F9399,210W/2,9987891239,Depot-02,2016-10-20 11:00:05
KA01F3543,210WA/1,9987898489,Depot-21,2016-10-20 11:00:10
KA01FA0386,210Z/1,9967514382,Depot-33,2016-10-20 11:00:08
KA01F3187,210Z/2,9987782972,Depot-33,2016-10-20 11:00:09
KA01F4858,210ZA/1,9967499253,Depot-21,2016-10-20 11:00:08
KA01FA0223,211/1,9967509619,Depot-20,2016-10-20 11:00:07
KA57F0152,211/4,9987899156,Depot-02,2016-10-20 11:00:10
KA57F1071,211A/1,9987788907,Depot-04,2016-10-20 11:00:05
KA01F4442,211AA/1,9987785032,Depot-20,2016-10-20 11:00:06
KA01FA1202,211B/1,9967502373,Depot-34,2016-10-20 11:00:08
KA01FA0299,211C/1,9987821195,Depot-20,2016-10-20 11:00:06
KA01F8761,211C/2,9967509761,Depot-20,2016-10-20 11:00:07
KA01FA0350,211D/1,9987803129,Depot-04,2016-10-20 11:00:09
KA01FA0172,211DA/1,9967506248,Depot-20,2016-10-20 11:00:06
KA01FA0243,211E/1,9967506647,Depot-20,2016-10-20 11:00:07
KA01FA1389,211G/1,9987822172,Depot-20,2016-10-20 11:00:06
KA01FA0904,211H/1,9987796639,Depot-33,2016-10-20 11:00:07
KA01FA0448,211H/2,9987891301,Depot-02,2016-10-20 11:00:05
KA01FA0696,211J/1,9987784062,Depot-20,2016-10-20 11:00:11
KA01FA0507,211K/1,9987785047,Depot-20,2016-10-20 11:00:06
KA01F4631,211L/1,9987822135,Depot-20,2016-10-20 11:00:06
KA01FA0347,211M/1,9967544789,Depot-36,2016-10-20 11:00:09
KA01FA0342,211N/1,9987822474,Depot-20,2016-10-20 11:00:06
KA01FA0182,211N/2,9967489964,Depot-36,2016-10-20 11:00:09
KA01FA0741,211Q/1,9967506758,Depot-20,2016-10-20 11:00:10
KA01FA0862,211R/1,9987784357,Depot-20,2016-10-20 11:00:11
KA57F0726,211RA/1,9987784941,Depot-20,2016-10-20 11:00:06
KA57F0172,211T/1,9987889462,Depot-02,2016-10-20 11:00:05
KA01F8786,211U/1,9967482257,Depot-34,2016-10-20 11:00:08
KA01FA0147,212/1,9967509383,Depot-20,2016-10-20 11:00:06
KA01F3965,212/2,9987864297,Depot-03,2016-10-20 11:00:08
KA01FA0244,212B/1,9987784015,Depot-20,2016-10-20 11:00:06
KA01F9487,212D/1,9987783824,Depot-20,2016-10-20 11:00:06
KA57F0175,212F/1,9987822441,Depot-20,2016-10-20 11:00:08
KA01F2799,212G/1,9987783223,Depot-33,2016-10-20 11:00:07
KA01F3319,212M/2,8828028589,Depot 12,2016-10-20 11:00:08
KA01FA0701,213/1,9987785135,Depot-20,2016-10-20 11:00:06
KA01FA0906,213/2,9967502465,Depot-34,2016-10-20 11:00:08
KA01FA1314,213/3,9987864072,Depot-03,2016-10-20 11:00:10
KA01FA0212,213A/1,9987898551,Depot-02,2016-10-20 11:00:05
KA01FA0489,213C/1,9987797195,Depot-33,2016-10-20 11:00:07
KA01FA0641,213D/1,9987783237,Depot-33,2016-10-20 11:00:08
KA01FA0733,213DA/1,9967548747,Depot-36,2016-10-20 11:00:09
KA01FA0976,213DB/1,9967547763,Depot-36,2016-10-20 11:00:10
KA01FA0246,213DC/1,9967502916,Depot-33,2016-10-20 11:00:10
KA01F3538,213E/1,9967515608,Depot-33,2016-10-20 11:00:08
KA01FA0321,213F/1,9987783772,Depot-20,2016-10-20 11:00:06
KA01FA0547,213FA/1,9967502198,Depot-34,2016-10-20 11:00:08
KA01FA0201,213H/1,9987782441,Depot-33,2016-10-20 11:00:07
KA01FA1988,213H/2,8828031129,Depot-04,2016-10-20 11:00:10
KA01FA0543,213J/1,9987795714,Depot-20,2016-10-20 11:00:08
KA57F0117,213K/1,9987891762,Depot-02,2016-10-20 11:00:06
KA01FA0625,213K/2,9987801911,Depot-04,2016-10-20 11:00:09
KA01FA0646,213K/3,9967506331,Depot-20,2016-10-20 11:00:09
KA01FA0923,213L/1,9987892482,Depot-20,2016-10-20 11:00:10
KA01FA0210,213M/1,9987784873,Depot-20,2016-10-20 11:00:06
KA01FA0523,213N/1,9987797481,Depot-33,2016-10-20 11:00:07
KA01FA0118,213P/1,98987783234,Depot-33,2016-10-20 11:00:08
KA01FA1203,213P/2,9967545862,Depot-36,2016-10-20 11:00:09
KA01F3990,213Q/1,9987784604,Depot-20,2016-10-20 11:00:06
KA01FA0486,213R/1,9987896027,Depot-02,2016-10-20 11:00:05
KA01FA0143,213T/1,9987796459,Depot-33,2016-10-20 11:00:08
KA01FA0672,214/1,9987874701,Depot-20,2016-10-20 11:00:10
KA01F9381,214/2,9987889540,Depot-02,2016-10-20 11:00:05
KA57F0947,214/3,9987802286,Depot-04,2016-10-20 11:00:05
KA01FA0693,214A/1,9967509527,Depot-20,2016-10-20 11:00:06
KA01FA2065,214B/1,9987787556,Depot-04,2016-10-20 11:00:05
KA01FA0552,214D/1,9967558491,Depot-34,2016-10-20 11:00:09
KA53F0111,214D/3,9987796886,Depot-20,2016-10-20 11:00:09
KA01FA0134,214DA/1,9987783148,Depot-33,2016-10-20 11:00:10
KA01FA0713,214E/1,9987782628,Depot-33,2016-10-20 11:00:07
KA01FA0070,214E/2,9987796609,Depot-33,2016-10-20 11:00:07
KA57F0092,214F/1,9987899461,Depot-02,2016-10-20 11:00:07
KA01FA0045,214G/1,9987796572,Depot-33,2016-10-20 11:00:07
KA01FA0630,214G/2,9987890256,Depot-02,2016-10-20 11:00:05
KA01FA0162,214H/1,9987796230,Depot-33,2016-10-20 11:00:07
KA01FA0668,214H/2,9987784457,Depot-20,2016-10-20 11:00:06
KA01FA1304,214J/1,9967506709,Depot-20,2016-10-20 11:00:09
KA01FA0880,214K/1,9987784886,Depot-20,2016-10-20 11:00:06
KA01FA0667,214L/1,9967502193,Depot-34,2016-10-20 11:00:08
KA01FA2025,215/1,9967550780,Depot-34,2016-10-20 11:00:08
KA01F3198,215/2,9987788461,Depot-04,2016-10-20 11:00:10
KA57F1427,215/3,9987826505,Depot-04,2016-10-20 11:00:05
KA01FA1185,215/4,9987788451,Depot-04,2016-10-20 11:00:08
KA01F2706,215/5,9987785228,Depot-20,2016-10-20 11:00:11
KA01FA0482,215A/2,9967502334,Depot-34,2016-10-20 11:00:08
KA01FA0496,215A/5,9967549545,Depot-34,2016-10-20 11:00:10
KA01F3933,215A/7,9987800966,Depot-04,2016-10-20 11:00:05
KA01FA0909,215AB/2,9967501932,Depot-34,2016-10-20 11:00:08
KA01FA0459,215B/10,9987789523,Depot-34,2016-10-20 11:00:10
KA57F0383,215B/3,9987821092,Depot-20,2016-10-20 11:00:06
KA01F9542,215B/4,8828031340,Depot-02,2016-10-20 11:00:10
KA01F8991,215B/5,9967550864,Depot-34,2016-10-20 11:00:10
KA53F0178,215B/7,9967502141,Depot-34,2016-10-20 11:00:09
KA50F0027,215B/8,9967484091,Depot-34,2016-10-20 11:00:08
KA57F0232,215B/9,9967561151,Depot-02,2016-10-20 11:00:10
KA57F0151,215BA/1,9987889531,Depot-02,2016-10-20 11:00:05
KA57F0403,215BA/2,9967507752,Depot-20,2016-10-20 11:00:06
KA01FA0348,215BB/1,9987797067,Depot-34,2016-10-20 11:00:08
KA57F0424,215C/1,9967502201,Depot-34,2016-10-20 11:00:09
KA01FA1492,215C/2,9967500784,Depot-34,2016-10-20 11:00:08
KA57F1049,215C/3,9987822524,Depot-20,2016-10-20 11:00:10
KA01FA0065,215C/4,9967558328,Depot-34,2016-10-20 11:00:09
KA53F0256,215C/5,9967483673,Depot-34,2016-10-20 11:00:08
KA01F3148,215C/6,9967502469,Depot-34,2016-10-20 11:00:08
KA01F8720,215C/7,9987823325,Depot-04,2016-10-20 11:00:05
KA01FA0519,215CA/1,9967500791,Depot-34,2016-10-20 11:00:08
KA01FA1224,215CA/2,9987823671,Depot-04,2016-10-20 11:00:10
KA01F3600,215CA/3,9967550454,Depot-34,2016-10-20 11:00:09
KA01F3420,215CA/4,9967495406,Depot-34,2016-10-20 11:00:11
KA57F1554,215CA/6,9967558473,Depot-34,2016-10-20 11:00:09
KA57F1546,215CA/9,9967500287,Depot-34,2016-10-20 11:00:09
KA01F3237,215CC/1,9967483308,Depot-34,2016-10-20 11:00:09
KA01FA1169,215CD/1,9967561255,Depot-34,2016-10-20 11:00:09
KA01FA0542,215D/1,9987792743,Depot-04,2016-10-20 11:00:10
KA01F4874,215E/1,9987784768,Depot-20,2016-10-20 11:00:10
KA01FA0077,215E/2,9967502189,Depot-34,2016-10-20 11:00:08
KA01FA0521,215F/1,9967484613,Depot-34,2016-10-20 11:00:10
KA01F4492,215F/2,9987899885,Depot-02,2016-10-20 11:00:10
KA01F4509,215H/11,9967455647,Depot-21,2016-10-20 11:00:08
KA01F9581,215H/12,9967493490,Depot-21,2016-10-20 11:00:08
KA53F0179,215H/1,9987818278,Depot-34,2016-10-20 11:00:10
KA57F0723,215H/2,8828031262,Depot-34,2016-10-20 11:00:10
KA57F1398,215H/3,9967501082,Depot-34,2016-10-20 11:00:09
KA01FA0895,215H/4,9967550992,Depot-04,2016-10-20 11:00:10
KA01F4374,215H/5,9967455346,Depot-21,2016-10-20 11:00:08
KA01FA1710,215H/6,9987823785,Depot-04,2016-10-20 11:00:05
KA57F0921,215H/8,9967550696,Depot-34,2016-10-20 11:00:08
KA57F0616,215H/9,9967502678,Depot-34,2016-10-20 11:00:10
KA01FA0257,215HA/2,9967549547,Depot-34,2016-10-20 11:00:08
KA01F4562,215HB/1,9967502314,Depot-34,2016-10-20 11:00:08
KA01FA0633,215HB/2,9967550386,Depot-34,2016-10-20 11:00:10
KA01F3937,215HC/1,9987825113,Depot-04,2016-10-20 11:00:06
KA01FA1584,215HC/2,9987789042,Depot-04,2016-10-20 11:00:05
KA01FA0250,215J/2,9967504724,Depot-33,2016-10-20 11:00:10
KA01FA1820,215J/3,9967502237,Depot-34,2016-10-20 11:00:08
KA01F8722,215K/1,9987801406,Depot-04,2016-10-20 11:00:05
KA01FA0784,215K/2,9987899556,Depot-02,2016-10-20 11:00:05
KA01F8858,215K/3,9987866381,Depot-03,2016-10-20 11:00:05
KA01FA0648,215K/4,9987789517,Depot-04,2016-10-20 11:00:05
KA01FA2347,215K/5,9987864528,Depot-34,2016-10-20 11:00:10
KA01FA0248,215K/6,9967482654,Depot-34,2016-10-20 11:00:08
KA53F0177,215K/8,9987862238,Depot-34,2016-10-20 11:00:10
KA01F3649,215M/2,9967550482,Depot-34,2016-10-20 11:00:08
KA01F3048,215M/3,9967550597,Depot-34,2016-10-20 11:00:08
KA53F0054,215MB/1,9967454305,Depot-34,2016-10-20 11:00:08
KA01F8877,215N/1,9987824649,Depot-04,2016-10-20 11:00:06
KA01FA0327,215N/2,9967500582,Depot-34,2016-10-20 11:00:08
KA01F8738,215N/4,9987783084,Depot-34,2016-10-20 11:00:11
KA01F8573,215N/5,9967484485,Depot-34,2016-10-20 11:00:08
KA01FA0599,215NA/1,9987787124,Depot-04,2016-10-20 11:00:09
KA01F8598,215NB/1,9967501751,Depot-34,2016-10-20 11:00:09
KA57F1054,215NC/1,9967501855,Depot-34,2016-10-20 11:00:10
KA01FA0905,215P/1,9987801303,Depot-34,2016-10-20 11:00:10
KA01FA0267,215R/1,9987782650,Depot-33,2016-10-20 11:00:07
KA01FA0230,215T/1,9967504037,Depot-33,2016-10-20 11:00:10
KA01F3481,215W/4,9987769763,Depot-20,2016-10-20 11:00:10
KA01FA0313,215X/1,9987783313,Depot-33,2016-10-20 11:00:08
KA01FA1270,215Y/1,9987865610,Depot-03,2016-10-20 11:00:06
KA01FA0140,215Z/1,9967501124,Depot-34,2016-10-20 11:00:10
KA01FA0437,215Z/2,9967467581,Depot-34,2016-10-20 11:00:10
KA01FA0541,216/1,9967505997,Depot-20,2016-10-20 11:00:10
KA01FA0226,216A/1,9987783196,Depot-33,2016-10-20 11:00:08
KA01FA0910,216B/1,9987783461,Depot-33,2016-10-20 11:00:07
KA01FA2115,217,9967515084,Depot-21,2016-10-20 11:00:10
KA01F9486,217D/1,9967509709,Depot-20,2016-10-20 11:00:07
KA01F9479,217D/2,9987796710,Depot-33,2016-10-20 11:00:07
KA57F0159,217E/1,9987784806,Depot-20,2016-10-20 11:00:06
KA57F1400,218/1,9987797831,Depot-37,2016-10-20 11:00:07
KA01FA2224,218A/1,9967479989,Depot-21,2016-10-20 11:00:10
KA57F1133,219/1,9987801238,Depot-04,2016-10-20 11:00:10
KA01F4757,22/1,9987799501,Depot-04,2016-10-20 11:00:07
KA57F1537,220D/1,9967512538,Depot-37,2016-10-20 11:00:09
KA57F1593,220D/2,9967514213,Depot-37,2016-10-20 11:00:09
KA01F3251,220E/1,8828028629,Depot 12,2016-10-20 11:00:09
KA01F4416,221/1,8828028568,Depot 12,2016-10-20 11:00:06
KA01FA0720,221B/1,9987797018,Depot-37,2016-10-20 11:00:07
KA01FA0692,221C/1,8828028624,Depot 12,2016-10-20 11:00:05
KA57F1585,221D/1,9967514553,Depot-37,2016-10-20 11:00:09
KA01F4927,221D/3,8828031064,Depot 12,2016-10-20 11:00:08
KA57F1574,221E/1,9967513056,Depot-37,2016-10-20 11:00:10
KA01FA0130,221F/1,9987797260,Depot-37,2016-10-20 11:00:07
KA01F4291,221G/1,9967514520,Depot-37,2016-10-20 11:00:10
KA57F0756,221J/1,9987797573,Depot-37,2016-10-20 11:00:07
KA57F1356,221L/1,9967515242,Depot-37,2016-10-20 11:00:07
KA01FA0335,222/1,8828028621,Depot 12,2016-10-20 11:00:06
KA57F0164,222/2,9987865648,Depot-31,2016-10-20 11:00:10
KA01FA0393,222A/11,8828028551,Depot 12,2016-10-20 11:00:05
KA53F0004,222A/12,9987864633,Depot-22,2016-10-20 11:00:09
KA57F0427,222A/13,8828028576,Depot 12,2016-10-20 11:00:06
KA01FA1235,222A/14,9987791458,Depot-26,2016-10-20 11:00:07
KA01FA1821,222A/15,9987786729,Depot-16,2016-10-20 11:00:06
KA57F0454,222A/2,8828031062,Depot 12,2016-10-20 11:00:09
KA01F8650,222A/3,9967514529,Depot-37,2016-10-20 11:00:10
KA01FA1674,222A/5,9867504724,Depot-16,2016-10-20 11:00:10
KA01F4832,222A/6,8828028539,Depot 12,2016-10-20 11:00:06
KA01F4540,222A/7,9967513347,Depot-37,2016-10-20 11:00:07
KA42F1719,222A/8,9967489868,Depot-21,2016-10-20 11:00:08
KA57F0190,222A/9,9967457750,Depot-17,2016-10-20 11:00:08
KA01F4838,222C/1,9892705821,Depot-37,2016-10-20 11:00:10
KA01FA1554,222F/1,9967516291,Depot 12,2016-10-20 11:00:10
KA01FA0060,222F/2,9967541566,Depot 12,2016-10-20 11:00:10
KA01F8808,222K/1,9967515139,Depot-37,2016-10-20 11:00:07
KA01F4912,222K/2,8828028633,Depot 12,2016-10-20 11:00:05
KA01F8758,222K/3,8828028543,Depot 12,2016-10-20 11:00:05
KA01F8780,222N/1,9967515457,Depot-37,2016-10-20 11:00:07
KA01FA0286,222N/2,8828028641,Depot 12,2016-10-20 11:00:05
KA01FA1260,222N/3,8828028596,Depot 12,2016-10-20 11:00:05
KA01F4714,222N/4,9967514754,Depot-37,2016-10-20 11:00:07
KA01F9466,223A/1,9967459151,Depot-17,2016-10-20 11:00:08
KA57F0458,223A/2,8828028581,Depot 12,2016-10-20 11:00:08
KA57F0769,223D/1,9967514328,Depot-37,2016-10-20 11:00:07
KA01F8582,223D/2,9987796678,Depot-37,2016-10-20 11:00:07
KA01F4557,223D/3,9967515497,Depot-37,2016-10-20 11:00:07
KA01F9565,223D/4,9967456175,Depot-17,2016-10-20 11:00:08
KA01F4506,223D/5,9967457936,Depot-21,2016-10-20 11:00:08
KA57F0558,223E/1,9967514237,Depot-37,2016-10-20 11:00:07
KA01FA1233,223E/2,9967479768,Depot-17,2016-10-20 11:00:09
KA57F1602,223F/1,9967513818,Depot-37,2016-10-20 11:00:09
KA01F8802,223H/1,9967513061,Depot-37,2016-10-20 11:00:10
KA01F8661,223J/1,9987799329,Depot-37,2016-10-20 11:00:07
KA57F1270,223L/1,9987797435,Depot-37,2016-10-20 11:00:07
KA01FA2314,223L/2,9967515637,Depot-37,2016-10-20 11:00:09
KA01F3231,223P/1,9987782094,Depot-16,2016-10-20 11:00:10
KA01F3833,223PA/1,9967476404,Depot-17,2016-10-20 11:00:10
KA01FA1437,224/1,8828028550,Depot 12,2016-10-20 11:00:05
KA53F0118,224A/1,9967514883,Depot-37,2016-10-20 11:00:07
KA01FA0309,224C/1,8828028604,Depot 12,2016-10-20 11:00:06
KA57F1588,224DA/1,9967515434,Depot-37,2016-10-20 11:00:10
KA53F0082,224E/1,9967515268,Depot-37,2016-10-20 11:00:10
KA01FA0032,225/1,9967493832,Depot-21,2016-10-20 11:00:11
KA53F0051,225/2,9987899639,Depot-02,2016-10-20 11:00:09
KA01F8855,225AB/1,9967498672,Depot-21,2016-10-20 11:00:08
KA01F8911,225B/1,9967456054,Depot-21,2016-10-20 11:00:08
KA01F4773,225C/11,9967479831,Depot-21,2016-10-20 11:00:08
KA57F0205,225C/12,9967494742,Depot-21,2016-10-20 11:00:09
KA01F4389,225C/1,9967459963,Depot-21,2016-10-20 11:00:08
KA01F9285,225C/2,9967495804,Depot-21,2016-10-20 11:00:10
KA01F4510,225C/3,9967495874,Depot-21,2016-10-20 11:00:10
KA57F0962,225C/4,9967496364,Depot-21,2016-10-20 11:00:08
KA42F1698,225C/5,9967494758,Depot-21,2016-10-20 11:00:08
KA57F0045,225C/6,9967475030,Depot-21,2016-10-20 11:00:08
KA01FA1809,225C/7,999999999,Depot-21,2016-10-20 11:00:11
KA01FA1990,225C/8,9967493560,Depot-21,2016-10-20 11:00:08
KA57F0468,225C/9,9967480254,Depot-21,2016-10-20 11:00:08
KA01F9284,225CB/1,9967561120,Depot-21,2016-10-20 11:00:10
KA01F4702,225CF/1,9967492586,Depot-21,2016-10-20 11:00:08
KA01FA0074,225D/1,9967455923,Depot-21,2016-10-20 11:00:08
KA57F0099,225D/2,9967477291,Depot-21,2016-10-20 11:00:08
KA57F0480,225DA/1,9967480767,Depot-21,2016-10-20 11:00:08
KA57F0141,225DA/2,9967456084,Depot-21,2016-10-20 11:00:08
KA01FA0609,225F/2,9967479337,Depot-21,2016-10-20 11:00:08
KA53F0274,225G/1,9967499068,Depot-21,2016-10-20 11:00:08
KA01F2815,225G/2,9967556900,Depot-21,2016-10-20 11:00:11
KA01F4825,225H/1,9967457269,Depot-21,2016-10-20 11:00:10
KA01FA0268,225K/1,9967459691,Depot-21,2016-10-20 11:00:08
KA53F0240,225K/3,9967490464,Depot-21,2016-10-20 11:00:08
KA01FA1969,226/1,9967459815,Depot-36,2016-10-20 11:00:11
KA01F4822,226A/1,9967544782,Depot-36,2016-10-20 11:00:09
KA01F4513,226B/1,9987791834,Depot-37,2016-10-20 11:00:10
KA01FA0340,226C/1,9967544047,Depot-36,2016-10-20 11:00:09
KA01FA0027,226C/2,9967547269,Depot-36,2016-10-20 11:00:09
KA01F2765,226D/1,9967544827,Depot-36,2016-10-20 11:00:09
KA57F0816,226E/1,9967545106,Depot-36,2016-10-20 11:00:09
KA01FA0379,226F/1,9967548957,Depot-36,2016-10-20 11:00:09
KA01FA1484,226G/1,9967548335,Depot-36,2016-10-20 11:00:09
KA01F4728,226H/1,9967514314,Depot-37,2016-10-20 11:00:07
KA01FA0039,226J/1,9967547658,Depot-36,2016-10-20 11:00:09
KA53F0215,226K/1,9967541731,Depot-36,2016-10-20 11:00:09
KA01FA0883,226L/1,9967545509,Depot-36,2016-10-20 11:00:11
KA01F3908,226M/10,8828031060,Depot 12,2016-10-20 11:00:05
KA01FA1891,226M/11,9967544334,Depot-36,2016-10-20 11:00:09
KA01FA0096,226M/12,9967542868,Depot-36,2016-10-20 11:00:09
KA53F0235,226M/13,9967548626,Depot-36,2016-10-20 11:00:09
KA01FA1263,226M/14,9967548157,Depot-36,2016-10-20 11:00:10
KA01FA0380,226M/15,9967545954,Depot-36,2016-10-20 11:00:09
